created_date,description,email,first_name,last_name,lead_source,modified_date,phone,sf_contact_id
2026-01-11T03:28:13.000+0000,"Segment: active, Branch: Mall Branch",bilal.ali12@gmail.com,Bilal,Ali 103,Existing Customer,2026-01-11T03:28:13.000+0000,8801418624548.0,003g5000002EfWpAAK
2026-01-11T03:28:38.000+0000,"Segment: active, Branch: Downtown Branch",karim.khan20@gmail.com,Karim,Khan 783,Existing Customer,2026-01-11T03:28:38.000+0000,8801896890512.0,003g5000002EfWqAAK
2026-01-11T03:28:02.000+0000,"Segment: active, Branch: Southgate Branch",ali.khan18@gmail.com,Ali,Khan 779,Existing Customer,2026-01-11T03:28:02.000+0000,8801785485313.0,003g5000002EfYPAA0
2026-01-11T03:28:28.000+0000,"Segment: active, Branch: Mall Branch",hassan.hassan91@gmail.com,Hassan,Hassan 336,Existing Customer,2026-01-11T03:28:28.000+0000,8801358416431.0,003g5000002EfYQAA0
2026-01-11T03:28:54.000+0000,"Segment: active, Branch: Southgate Branch",mohammad.mirza58@gmail.com,Mohammad,Mirza 353,Existing Customer,2026-01-11T03:28:54.000+0000,8801681490920.0,003g5000002EfYRAA0
2026-01-11T03:29:03.000+0000,"Segment: active, Branch: Uptown Branch",noura.rahman83@gmail.com,Noura,Rahman 727,Existing Customer,2026-01-11T03:29:03.000+0000,8801535660544.0,003g5000002EfYSAA0
2026-01-11T03:29:30.000+0000,"Segment: active, Branch: University Branch",sara.sheikh93@gmail.com,Sara,Sheikh 716,Existing Customer,2026-01-11T03:29:30.000+0000,8801375163502.0,003g5000002EfYTAA0
2026-01-11T03:28:03.000+0000,"Segment: at_risk, Branch: Westend Branch",ali.rahman94@gmail.com,Ali,Rahman 294,Existing Customer,2026-01-11T03:28:03.000+0000,8801900088396.0,003g5000002Efa1AAC
2026-01-11T03:28:32.000+0000,"Segment: active, Branch: Westend Branch",ibrahim.hassan28@gmail.com,Ibrahim,Hassan 643,Existing Customer,2026-01-11T03:28:32.000+0000,8801828339485.0,003g5000002Efa2AAC
2026-01-11T03:28:03.000+0000,"Segment: active, Branch: Airport Branch",ali.rahman45@gmail.com,Ali,Rahman 873,Existing Customer,2026-01-11T03:28:03.000+0000,8801570546656.0,003g5000002EfbdAAC
2026-01-11T03:28:07.000+0000,"Segment: active, Branch: Airport Branch",amina.sheikh25@gmail.com,Amina,Sheikh 428,Existing Customer,2026-01-11T03:28:07.000+0000,8801953095086.0,003g5000002EfbeAAC
2026-01-11T03:28:30.000+0000,"Segment: churned, Branch: Suburban Branch",hassan.rahman10@gmail.com,Hassan,Rahman 541,Existing Customer,2026-01-11T03:28:30.000+0000,8801891576079.0,003g5000002EfbfAAC
2026-01-11T03:29:28.000+0000,"Segment: active, Branch: Downtown Branch",sara.hossain66@gmail.com,Sara,Hossain 646,Existing Customer,2026-01-11T03:29:28.000+0000,8801352960667.0,003g5000002EfbgAAC
2026-01-11T03:28:03.000+0000,"Segment: active, Branch: Mall Branch",ali.rahman72@gmail.com,Ali,Rahman 999,Existing Customer,2026-01-11T03:28:03.000+0000,8801376804302.0,003g5000002EfdFAAS
2026-01-11T03:28:10.000+0000,"Segment: active, Branch: Airport Branch",ayesha.hassan16@gmail.com,Ayesha,Hassan 464,Existing Customer,2026-01-11T03:28:10.000+0000,8801386876239.0,003g5000002EfdGAAS
2026-01-11T03:28:48.000+0000,"Segment: active, Branch: Westend Branch",leena.sheikh75@gmail.com,Leena,Sheikh 589,Existing Customer,2026-01-11T03:28:48.000+0000,8801975994666.0,003g5000002EfdHAAS
2026-01-11T03:29:00.000+0000,"Segment: churned, Branch: Southgate Branch",nadia.ali78@gmail.com,Nadia,Ali 506,Existing Customer,2026-01-11T03:29:00.000+0000,8801547893300.0,003g5000002EfdIAAS
2026-01-11T03:29:08.000+0000,"Segment: active, Branch: Industrial Branch",rahman.ahmed98@gmail.com,Rahman,Ahmed 530,Existing Customer,2026-01-11T03:29:08.000+0000,8801861288888.0,003g5000002EfdJAAS
2026-01-11T03:29:08.000+0000,"Segment: active, Branch: Industrial Branch",rahman.ahmed12@gmail.com,Rahman,Ahmed 880,Existing Customer,2026-01-11T03:29:08.000+0000,8801485183237.0,003g5000002EfdKAAS
2026-01-11T03:29:09.000+0000,"Segment: active, Branch: Eastside Branch",rahman.ali95@gmail.com,Rahman,Ali 606,Existing Customer,2026-01-11T03:29:09.000+0000,8801690142500.0,003g5000002EfdLAAS
2026-01-11T03:29:12.000+0000,"Segment: active, Branch: Industrial Branch",rahman.uddin11@gmail.com,Rahman,Uddin 491,Existing Customer,2026-01-11T03:29:12.000+0000,8801694270150.0,003g5000002EfdMAAS
2026-01-11T03:28:04.000+0000,"Segment: active, Branch: Mall Branch",ali.siddiqui28@gmail.com,Ali,Siddiqui 776,Existing Customer,2026-01-11T03:28:04.000+0000,8801949725548.0,003g5000002EferAAC
2026-01-11T03:29:05.000+0000,"Segment: at_risk, Branch: Eastside Branch",omar.chowdhury12@gmail.com,Omar,Chowdhury 989,Existing Customer,2026-01-11T03:29:05.000+0000,8801722891021.0,003g5000002EfesAAC
2026-01-11T03:28:04.000+0000,"Segment: active, Branch: Mall Branch",amina.ahmed39@gmail.com,Amina,Ahmed 901,Existing Customer,2026-01-11T03:28:04.000+0000,8801458953654.0,003g5000002EfgTAAS
2026-01-11T03:28:39.000+0000,"Segment: at_risk, Branch: Industrial Branch",khalid.akter6@gmail.com,Khalid,Akter 294,Existing Customer,2026-01-11T03:28:39.000+0000,8801710669999.0,003g5000002EfgUAAS
2026-01-11T03:29:20.000+0000,"Segment: churned, Branch: Southgate Branch",salma.ali69@gmail.com,Salma,Ali 850,Existing Customer,2026-01-11T03:29:20.000+0000,8801747451906.0,003g5000002EfgVAAS
2026-01-11T03:28:05.000+0000,"Segment: active, Branch: Southgate Branch",amina.begum69@gmail.com,Amina,Begum 462,Existing Customer,2026-01-11T03:28:05.000+0000,8801356716298.0,003g5000002Efi5AAC
2026-01-11T03:28:07.000+0000,"Segment: at_risk, Branch: University Branch",amina.mirza57@gmail.com,Amina,Mirza 803,Existing Customer,2026-01-11T03:28:07.000+0000,8801678423458.0,003g5000002Efi6AAC
2026-01-11T03:28:49.000+0000,"Segment: at_risk, Branch: Downtown Branch",mariam.ali22@gmail.com,Mariam,Ali 405,Existing Customer,2026-01-11T03:28:49.000+0000,8801708046047.0,003g5000002Efi7AAC
2026-01-11T03:28:53.000+0000,"Segment: at_risk, Branch: Uptown Branch",mohammad.chowdhury17@gmail.com,Mohammad,Chowdhury 318,Existing Customer,2026-01-11T03:28:53.000+0000,8801459121019.0,003g5000002Efi8AAC
2026-01-11T03:29:07.000+0000,"Segment: at_risk, Branch: Southgate Branch",omar.uddin57@gmail.com,Omar,Uddin 850,Existing Customer,2026-01-11T03:29:07.000+0000,8801838055382.0,003g5000002Efi9AAC
2026-01-11T03:28:05.000+0000,"Segment: churned, Branch: Eastside Branch",amina.hossain19@gmail.com,Amina,Hossain 641,Existing Customer,2026-01-11T03:28:05.000+0000,8801344137943.0,003g5000002EfjhAAC
2026-01-11T03:29:09.000+0000,"Segment: active, Branch: University Branch",rahman.chowdhury63@gmail.com,Rahman,Chowdhury 621,Existing Customer,2026-01-11T03:29:09.000+0000,8801407728309.0,003g5000002EfjiAAC
2026-01-11T03:28:06.000+0000,"Segment: active, Branch: Downtown Branch",amina.islam51@gmail.com,Amina,Islam 404,Existing Customer,2026-01-11T03:28:06.000+0000,8801877514134.0,003g5000002EflJAAS
2026-01-11T03:28:30.000+0000,"Segment: active, Branch: Eastside Branch",hassan.rahman77@gmail.com,Hassan,Rahman 889,Existing Customer,2026-01-11T03:28:30.000+0000,8801876114818.0,003g5000002EflKAAS
2026-01-11T03:28:06.000+0000,"Segment: churned, Branch: Airport Branch",amina.malik8@gmail.com,Amina,Malik 574,Existing Customer,2026-01-11T03:28:06.000+0000,8801339027236.0,003g5000002EfmvAAC
2026-01-11T03:28:42.000+0000,"Segment: active, Branch: University Branch",khalid.shah87@gmail.com,Khalid,Shah 819,Existing Customer,2026-01-11T03:28:42.000+0000,8801716589944.0,003g5000002EfmwAAC
2026-01-11T03:28:47.000+0000,"Segment: active, Branch: Mall Branch",leena.ali86@gmail.com,Leena,Ali 789,Existing Customer,2026-01-11T03:28:47.000+0000,8801865273440.0,003g5000002EfmxAAC
2026-01-11T03:28:49.000+0000,"Segment: at_risk, Branch: Southgate Branch",leena.uddin3@gmail.com,Leena,Uddin 441,Existing Customer,2026-01-11T03:28:49.000+0000,8801619766179.0,003g5000002EfmyAAC
2026-01-11T03:28:07.000+0000,"Segment: active, Branch: Industrial Branch",amina.mirza64@gmail.com,Amina,Mirza 932,Existing Customer,2026-01-11T03:28:07.000+0000,8801448466078.0,003g5000002EfoXAAS
2026-01-11T03:29:13.000+0000,"Segment: active, Branch: University Branch",rania.hossain20@gmail.com,Rania,Hossain 268,Existing Customer,2026-01-11T03:29:13.000+0000,8801567691992.0,003g5000002EfoYAAS
2026-01-11T03:28:07.000+0000,"Segment: at_risk, Branch: Industrial Branch",amina.rahman24@gmail.com,Amina,Rahman 462,Existing Customer,2026-01-11T03:28:07.000+0000,8801672219800.0,003g5000002Efq9AAC
2026-01-11T03:28:46.000+0000,"Segment: active, Branch: Suburban Branch",leena.ahmed58@gmail.com,Leena,Ahmed 764,Existing Customer,2026-01-11T03:28:46.000+0000,8801470906553.0,003g5000002EfqAAAS
2026-01-11T03:28:08.000+0000,"Segment: active, Branch: Suburban Branch",amina.sheikh8@gmail.com,Amina,Sheikh 757,Existing Customer,2026-01-11T03:28:08.000+0000,8801708496699.0,003g5000002EfrlAAC
2026-01-11T03:29:16.000+0000,"Segment: active, Branch: Southgate Branch",rania.rahman70@gmail.com,Rania,Rahman 394,Existing Customer,2026-01-11T03:29:16.000+0000,8801860630956.0,003g5000002EfrmAAC
2026-01-11T03:28:08.000+0000,"Segment: active, Branch: Uptown Branch",amina.siddiqui5@gmail.com,Amina,Siddiqui 290,Existing Customer,2026-01-11T03:28:08.000+0000,8801937531441.0,003g5000002EftNAAS
2026-01-11T03:28:39.000+0000,"Segment: churned, Branch: Southgate Branch",karim.sheikh59@gmail.com,Karim,Sheikh 295,Existing Customer,2026-01-11T03:28:39.000+0000,8801796103967.0,003g5000002EftOAAS
2026-01-11T03:29:03.000+0000,"Segment: active, Branch: Eastside Branch",noura.rahman60@gmail.com,Noura,Rahman 655,Existing Customer,2026-01-11T03:29:03.000+0000,8801839927654.0,003g5000002EftPAAS
2026-01-11T03:29:18.000+0000,"Segment: active, Branch: Downtown Branch",rashid.mirza50@gmail.com,Rashid,Mirza 568,Existing Customer,2026-01-11T03:29:18.000+0000,8801416252106.0,003g5000002EftQAAS
2026-01-11T03:29:19.000+0000,"Segment: at_risk, Branch: Southgate Branch",rashid.siddiqui22@gmail.com,Rashid,Siddiqui 987,Existing Customer,2026-01-11T03:29:19.000+0000,8801545634921.0,003g5000002EftRAAS
2026-01-11T03:28:08.000+0000,"Segment: at_risk, Branch: Uptown Branch",amina.uddin34@gmail.com,Amina,Uddin 743,Existing Customer,2026-01-11T03:28:08.000+0000,8801718329051.0,003g5000002EfuzAAC
2026-01-11T03:28:47.000+0000,"Segment: active, Branch: University Branch",leena.ali17@gmail.com,Leena,Ali 828,Existing Customer,2026-01-11T03:28:47.000+0000,8801468658535.0,003g5000002Efv0AAC
2026-01-11T03:29:02.000+0000,"Segment: active, Branch: Eastside Branch",noura.ali25@gmail.com,Noura,Ali 179,Existing Customer,2026-01-11T03:29:02.000+0000,8801575966126.0,003g5000002Efv1AAC
2026-01-11T03:29:11.000+0000,"Segment: churned, Branch: Airport Branch",rahman.shah17@gmail.com,Rahman,Shah 568,Existing Customer,2026-01-11T03:29:11.000+0000,8801462187272.0,003g5000002Efv2AAC
2026-01-11T03:29:11.000+0000,"Segment: active, Branch: Mall Branch",rahman.siddiqui74@gmail.com,Rahman,Siddiqui 467,Existing Customer,2026-01-11T03:29:11.000+0000,8801757550638.0,003g5000002Efv3AAC
2026-01-11T03:28:08.000+0000,"Segment: active, Branch: Eastside Branch",ayesha.ahmed94@gmail.com,Ayesha,Ahmed 845,Existing Customer,2026-01-11T03:28:08.000+0000,8801939529460.0,003g5000002EfwbAAC
2026-01-11T03:28:33.000+0000,"Segment: at_risk, Branch: Mall Branch",ibrahim.siddiqui89@gmail.com,Ibrahim,Siddiqui 586,Existing Customer,2026-01-11T03:28:33.000+0000,8801495044034.0,003g5000002EfwcAAC
2026-01-11T03:28:47.000+0000,"Segment: active, Branch: Mall Branch",leena.akter33@gmail.com,Leena,Akter 354,Existing Customer,2026-01-11T03:28:47.000+0000,8801925023885.0,003g5000002EfwdAAC
2026-01-11T03:28:09.000+0000,"Segment: active, Branch: Mall Branch",ayesha.akter66@gmail.com,Ayesha,Akter 459,Existing Customer,2026-01-11T03:28:09.000+0000,8801739236502.0,003g5000002EfyDAAS
2026-01-11T03:29:14.000+0000,"Segment: active, Branch: Uptown Branch",rania.khan85@gmail.com,Rania,Khan 845,Existing Customer,2026-01-11T03:29:14.000+0000,8801702080846.0,003g5000002EfyEAAS
2026-01-11T03:28:09.000+0000,"Segment: active, Branch: Southgate Branch",ayesha.begum4@gmail.com,Ayesha,Begum 406,Existing Customer,2026-01-11T03:28:09.000+0000,8801718605617.0,003g5000002EfzpAAC
2026-01-11T03:28:27.000+0000,"Segment: active, Branch: University Branch",hassan.ali4@gmail.com,Hassan,Ali 518,Existing Customer,2026-01-11T03:28:27.000+0000,8801983166206.0,003g5000002EfzqAAC
2026-01-11T03:28:38.000+0000,"Segment: active, Branch: Suburban Branch",karim.malik7@gmail.com,Karim,Malik 517,Existing Customer,2026-01-11T03:28:38.000+0000,8801496623105.0,003g5000002EfzrAAC
2026-01-11T03:29:12.000+0000,"Segment: churned, Branch: Uptown Branch",rania.akter83@gmail.com,Rania,Akter 268,Existing Customer,2026-01-11T03:29:12.000+0000,8801835741982.0,003g5000002EfzsAAC
2026-01-11T03:28:09.000+0000,"Segment: active, Branch: Airport Branch",ayesha.begum92@gmail.com,Ayesha,Begum 434,Existing Customer,2026-01-11T03:28:09.000+0000,8801718021323.0,003g5000002Eg1RAAS
2026-01-11T03:28:17.000+0000,"Segment: churned, Branch: Mall Branch",dalia.uddin37@gmail.com,Dalia,Uddin 958,Existing Customer,2026-01-11T03:28:17.000+0000,8801549083723.0,003g5000002Eg1SAAS
2026-01-11T03:28:22.000+0000,"Segment: active, Branch: Suburban Branch",fatima.mirza8@gmail.com,Fatima,Mirza 915,Existing Customer,2026-01-11T03:28:22.000+0000,8801510969407.0,003g5000002Eg1TAAS
2026-01-11T03:28:41.000+0000,"Segment: at_risk, Branch: Mall Branch",khalid.hossain19@gmail.com,Khalid,Hossain 222,Existing Customer,2026-01-11T03:28:41.000+0000,8801604894726.0,003g5000002Eg1UAAS
2026-01-11T03:29:17.000+0000,"Segment: active, Branch: Airport Branch",rashid.akter2@gmail.com,Rashid,Akter 377,Existing Customer,2026-01-11T03:29:17.000+0000,8801837500356.0,003g5000002Eg1VAAS
2026-01-11T03:28:09.000+0000,"Segment: active, Branch: Mall Branch",ayesha.begum18@gmail.com,Ayesha,Begum 647,Existing Customer,2026-01-11T03:28:09.000+0000,8801490302701.0,003g5000002Eg33AAC
2026-01-11T03:28:18.000+0000,"Segment: active, Branch: Airport Branch",faisal.hossain27@gmail.com,Faisal,Hossain 993,Existing Customer,2026-01-11T03:28:18.000+0000,8801796701849.0,003g5000002Eg34AAC
2026-01-11T03:28:09.000+0000,"Segment: at_risk, Branch: Airport Branch",ayesha.begum1@gmail.com,Ayesha,Begum 941,Existing Customer,2026-01-11T03:28:09.000+0000,8801781449339.0,003g5000002Eg4fAAC
2026-01-11T03:28:15.000+0000,"Segment: at_risk, Branch: Suburban Branch",dalia.ahmed23@gmail.com,Dalia,Ahmed 640,Existing Customer,2026-01-11T03:28:15.000+0000,8801636763311.0,003g5000002Eg4gAAC
2026-01-11T03:28:17.000+0000,"Segment: at_risk, Branch: Industrial Branch",dalia.siddiqui52@gmail.com,Dalia,Siddiqui 465,Existing Customer,2026-01-11T03:28:17.000+0000,8801807203340.0,003g5000002Eg4hAAC
2026-01-11T03:29:08.000+0000,"Segment: active, Branch: Eastside Branch",rahman.ahmed62@gmail.com,Rahman,Ahmed 430,Existing Customer,2026-01-11T03:29:08.000+0000,8801992423532.0,003g5000002Eg4iAAC
2026-01-11T03:28:10.000+0000,"Segment: at_risk, Branch: Uptown Branch",ayesha.chowdhury29@gmail.com,Ayesha,Chowdhury 152,Existing Customer,2026-01-11T03:28:10.000+0000,8801616622389.0,003g5000002Eg6HAAS
2026-01-11T03:28:24.000+0000,"Segment: at_risk, Branch: Airport Branch",hana.hassan41@gmail.com,Hana,Hassan 489,Existing Customer,2026-01-11T03:28:24.000+0000,8801314926582.0,003g5000002Eg6IAAS
2026-01-11T03:28:43.000+0000,"Segment: active, Branch: University Branch",khalid.siddiqui80@gmail.com,Khalid,Siddiqui 188,Existing Customer,2026-01-11T03:28:43.000+0000,8801309217380.0,003g5000002Eg6JAAS
2026-01-11T03:28:52.000+0000,"Segment: at_risk, Branch: Industrial Branch",mohammad.ahmed13@gmail.com,Mohammad,Ahmed 235,Existing Customer,2026-01-11T03:28:52.000+0000,8801577844491.0,003g5000002Eg6KAAS
2026-01-11T03:28:52.000+0000,"Segment: active, Branch: Westend Branch",mohammad.ahmed24@gmail.com,Mohammad,Ahmed 395,Existing Customer,2026-01-11T03:28:52.000+0000,8801459465359.0,003g5000002Eg6LAAS
2026-01-11T03:28:55.000+0000,"Segment: at_risk, Branch: Downtown Branch",mohammad.mirza94@gmail.com,Mohammad,Mirza 840,Existing Customer,2026-01-11T03:28:55.000+0000,8801813489404.0,003g5000002Eg6MAAS
2026-01-11T03:28:55.000+0000,"Segment: at_risk, Branch: Uptown Branch",mohammad.siddiqui49@gmail.com,Mohammad,Siddiqui 173,Existing Customer,2026-01-11T03:28:55.000+0000,8801974447716.0,003g5000002Eg6NAAS
2026-01-11T03:29:06.000+0000,"Segment: churned, Branch: Suburban Branch",omar.shah36@gmail.com,Omar,Shah 906,Existing Customer,2026-01-11T03:29:06.000+0000,8801777770502.0,003g5000002Eg6OAAS
2026-01-11T03:29:11.000+0000,"Segment: active, Branch: Southgate Branch",rahman.rahman95@gmail.com,Rahman,Rahman 691,Existing Customer,2026-01-11T03:29:11.000+0000,8801756432825.0,003g5000002Eg6PAAS
2026-01-11T03:29:15.000+0000,"Segment: at_risk, Branch: Mall Branch",rania.mirza31@gmail.com,Rania,Mirza 441,Existing Customer,2026-01-11T03:29:15.000+0000,8801816615513.0,003g5000002Eg6QAAS
2026-01-11T03:28:10.000+0000,"Segment: at_risk, Branch: Mall Branch",ayesha.chowdhury3@gmail.com,Ayesha,Chowdhury 559,Existing Customer,2026-01-11T03:28:10.000+0000,8801914595325.0,003g5000002Eg7tAAC
2026-01-11T03:28:15.000+0000,"Segment: active, Branch: Airport Branch",dalia.ahmed86@gmail.com,Dalia,Ahmed 995,Existing Customer,2026-01-11T03:28:15.000+0000,8801884063583.0,003g5000002Eg7uAAC
2026-01-11T03:28:15.000+0000,"Segment: active, Branch: Southgate Branch",dalia.islam15@gmail.com,Dalia,Islam 300,Existing Customer,2026-01-11T03:28:15.000+0000,8801887136046.0,003g5000002Eg7vAAC
2026-01-11T03:28:10.000+0000,"Segment: active, Branch: Downtown Branch",ayesha.hassan4@gmail.com,Ayesha,Hassan 582,Existing Customer,2026-01-11T03:28:10.000+0000,8801979871862.0,003g5000002Eg9VAAS
2026-01-11T03:28:43.000+0000,"Segment: active, Branch: Airport Branch",layla.chowdhury24@gmail.com,Layla,Chowdhury 889,Existing Customer,2026-01-11T03:28:43.000+0000,8801438148168.0,003g5000002Eg9WAAS
2026-01-11T03:28:57.000+0000,"Segment: active, Branch: Mall Branch",mustafa.hassan93@gmail.com,Mustafa,Hassan 334,Existing Customer,2026-01-11T03:28:57.000+0000,8801656697022.0,003g5000002Eg9XAAS
2026-01-11T03:29:15.000+0000,"Segment: active, Branch: Airport Branch",rania.malik63@gmail.com,Rania,Malik 386,Existing Customer,2026-01-11T03:29:15.000+0000,8801935884359.0,003g5000002Eg9YAAS
2026-01-11T03:28:11.000+0000,"Segment: churned, Branch: Airport Branch",ayesha.islam90@gmail.com,Ayesha,Islam 339,Existing Customer,2026-01-11T03:28:11.000+0000,8801608073122.0,003g5000002EgB7AAK
2026-01-11T03:28:11.000+0000,"Segment: at_risk, Branch: Downtown Branch",ayesha.khan28@gmail.com,Ayesha,Khan 330,Existing Customer,2026-01-11T03:28:11.000+0000,8801465858480.0,003g5000002EgCjAAK
2026-01-11T03:28:33.000+0000,"Segment: at_risk, Branch: Uptown Branch",jamal.akter73@gmail.com,Jamal,Akter 457,Existing Customer,2026-01-11T03:28:33.000+0000,8801675794505.0,003g5000002EgCkAAK
2026-01-11T03:28:40.000+0000,"Segment: active, Branch: University Branch",khalid.begum14@gmail.com,Khalid,Begum 546,Existing Customer,2026-01-11T03:28:40.000+0000,8801827004153.0,003g5000002EgClAAK
2026-01-11T03:28:11.000+0000,"Segment: active, Branch: Airport Branch",ayesha.mirza52@gmail.com,Ayesha,Mirza 172,Existing Customer,2026-01-11T03:28:11.000+0000,8801613876377.0,003g5000002EgELAA0
2026-01-11T03:28:28.000+0000,"Segment: active, Branch: Westend Branch",hassan.hassan45@gmail.com,Hassan,Hassan 651,Existing Customer,2026-01-11T03:28:28.000+0000,8801352206012.0,003g5000002EgEMAA0
2026-01-11T03:28:48.000+0000,"Segment: active, Branch: Airport Branch",leena.khan81@gmail.com,Leena,Khan 981,Existing Customer,2026-01-11T03:28:48.000+0000,8801335884188.0,003g5000002EgENAA0
2026-01-11T03:29:18.000+0000,"Segment: active, Branch: Downtown Branch",rashid.malik46@gmail.com,Rashid,Malik 686,Existing Customer,2026-01-11T03:29:18.000+0000,8801482117265.0,003g5000002EgEOAA0
2026-01-11T03:28:11.000+0000,"Segment: churned, Branch: Industrial Branch",ayesha.mirza41@gmail.com,Ayesha,Mirza 793,Existing Customer,2026-01-11T03:28:11.000+0000,8801483018435.0,003g5000002EgFxAAK
2026-01-11T03:28:22.000+0000,"Segment: active, Branch: Mall Branch",fatima.begum73@gmail.com,Fatima,Begum 702,Existing Customer,2026-01-11T03:28:22.000+0000,8801507496476.0,003g5000002EgFyAAK
2026-01-11T03:28:27.000+0000,"Segment: active, Branch: University Branch",hassan.begum19@gmail.com,Hassan,Begum 372,Existing Customer,2026-01-11T03:28:27.000+0000,8801510319668.0,003g5000002EgFzAAK
2026-01-11T03:28:38.000+0000,"Segment: at_risk, Branch: Industrial Branch",karim.sheikh81@gmail.com,Karim,Sheikh 262,Existing Customer,2026-01-11T03:28:38.000+0000,8801380717684.0,003g5000002EgG0AAK
2026-01-11T03:28:12.000+0000,"Segment: active, Branch: Industrial Branch",ayesha.shah29@gmail.com,Ayesha,Shah 198,Existing Customer,2026-01-11T03:28:12.000+0000,8801972609651.0,003g5000002EgHZAA0
2026-01-11T03:28:13.000+0000,"Segment: churned, Branch: Mall Branch",bilal.islam51@gmail.com,Bilal,Islam 698,Existing Customer,2026-01-11T03:28:13.000+0000,8801448508256.0,003g5000002EgHaAAK
2026-01-11T03:28:36.000+0000,"Segment: at_risk, Branch: Downtown Branch",jamal.shah15@gmail.com,Jamal,Shah 360,Existing Customer,2026-01-11T03:28:36.000+0000,8801483966658.0,003g5000002EgHbAAK
2026-01-11T03:29:05.000+0000,"Segment: active, Branch: Eastside Branch",omar.hossain19@gmail.com,Omar,Hossain 207,Existing Customer,2026-01-11T03:29:05.000+0000,8801531488561.0,003g5000002EgHcAAK
2026-01-11T03:29:19.000+0000,"Segment: active, Branch: Uptown Branch",salma.ahmed8@gmail.com,Salma,Ahmed 437,Existing Customer,2026-01-11T03:29:19.000+0000,8801400090437.0,003g5000002EgHdAAK
2026-01-11T03:28:12.000+0000,"Segment: active, Branch: Mall Branch",ayesha.sheikh71@gmail.com,Ayesha,Sheikh 362,Existing Customer,2026-01-11T03:28:12.000+0000,8801542020009.0,003g5000002EgJBAA0
2026-01-11T03:28:36.000+0000,"Segment: active, Branch: University Branch",jamal.siddiqui32@gmail.com,Jamal,Siddiqui 539,Existing Customer,2026-01-11T03:28:36.000+0000,8801656820505.0,003g5000002EgJCAA0
2026-01-11T03:28:37.000+0000,"Segment: active, Branch: Westend Branch",karim.begum78@gmail.com,Karim,Begum 338,Existing Customer,2026-01-11T03:28:37.000+0000,8801862744522.0,003g5000002EgJDAA0
2026-01-11T03:29:01.000+0000,"Segment: active, Branch: Airport Branch",nadia.malik61@gmail.com,Nadia,Malik 398,Existing Customer,2026-01-11T03:29:01.000+0000,8801732849231.0,003g5000002EgJEAA0
2026-01-11T03:29:07.000+0000,"Segment: active, Branch: University Branch",omar.siddiqui40@gmail.com,Omar,Siddiqui 435,Existing Customer,2026-01-11T03:29:07.000+0000,8801677778783.0,003g5000002EgJFAA0
2026-01-11T03:28:12.000+0000,"Segment: active, Branch: Southgate Branch",ayesha.siddiqui75@gmail.com,Ayesha,Siddiqui 492,Existing Customer,2026-01-11T03:28:12.000+0000,8801483581188.0,003g5000002EgKnAAK
2026-01-11T03:28:49.000+0000,"Segment: at_risk, Branch: Airport Branch",leena.siddiqui68@gmail.com,Leena,Siddiqui 944,Existing Customer,2026-01-11T03:28:49.000+0000,8801969128699.0,003g5000002EgKoAAK
2026-01-11T03:29:05.000+0000,"Segment: active, Branch: Downtown Branch",omar.hassan1@gmail.com,Omar,Hassan 284,Existing Customer,2026-01-11T03:29:05.000+0000,8801338682261.0,003g5000002EgKpAAK
2026-01-11T03:29:15.000+0000,"Segment: active, Branch: University Branch",rania.mirza61@gmail.com,Rania,Mirza 915,Existing Customer,2026-01-11T03:29:15.000+0000,8801463879752.0,003g5000002EgKqAAK
2026-01-11T03:29:19.000+0000,"Segment: active, Branch: Industrial Branch",rashid.rahman84@gmail.com,Rashid,Rahman 889,Existing Customer,2026-01-11T03:29:19.000+0000,8801714942668.0,003g5000002EgKrAAK
2026-01-11T03:28:14.000+0000,"Segment: active, Branch: Uptown Branch",bilal.malik26@gmail.com,Bilal,Malik 737,Existing Customer,2026-01-11T03:28:14.000+0000,8801487858963.0,003g5000002EgMPAA0
2026-01-11T03:28:14.000+0000,"Segment: churned, Branch: Industrial Branch",bilal.shah72@gmail.com,Bilal,Shah 402,Existing Customer,2026-01-11T03:28:14.000+0000,8801731755705.0,003g5000002EgMQAA0
2026-01-11T03:28:21.000+0000,"Segment: at_risk, Branch: Mall Branch",faisal.siddiqui4@gmail.com,Faisal,Siddiqui 629,Existing Customer,2026-01-11T03:28:21.000+0000,8801384415658.0,003g5000002EgMRAA0
2026-01-11T03:29:39.000+0000,"Segment: active, Branch: Eastside Branch",zainab.rahman97@gmail.com,Zainab,Rahman 970,Existing Customer,2026-01-11T03:29:39.000+0000,8801495158737.0,003g5000002EgMSAA0
2026-01-11T03:28:14.000+0000,"Segment: active, Branch: Industrial Branch",bilal.sheikh8@gmail.com,Bilal,Sheikh 751,Existing Customer,2026-01-11T03:28:14.000+0000,8801523258334.0,003g5000002EgO1AAK
2026-01-11T03:28:22.000+0000,"Segment: at_risk, Branch: Airport Branch",fatima.mirza97@gmail.com,Fatima,Mirza 478,Existing Customer,2026-01-11T03:28:22.000+0000,8801565951151.0,003g5000002EgO2AAK
2026-01-11T03:28:39.000+0000,"Segment: active, Branch: University Branch",khalid.begum17@gmail.com,Khalid,Begum 267,Existing Customer,2026-01-11T03:28:39.000+0000,8801981168145.0,003g5000002EgO3AAK
