creation,customer_group,customer_name,customer_type,email_id,gender,mobile_no,modified,name,territory,website
2026-01-11 05:59:00.440119,Individual,Hassan Ahmed 670,Individual,hassan.ahmed49@gmail.com,Male,+8801504321223,2026-01-11 05:59:00.801806,Hassan Ahmed 670,University Branch,active
2026-01-11 05:55:58.693121,Individual,Hassan Ahmed 676,Individual,hassan.ahmed32@gmail.com,Female,+8801667044459,2026-01-11 05:55:59.049668,Hassan Ahmed 676,Uptown Branch,active
2026-01-11 05:59:59.818975,Individual,Hassan Akter 448,Individual,hassan.akter96@gmail.com,Male,+8801643041010,2026-01-11 06:00:00.176940,Hassan Akter 448,Eastside Branch,active
2026-01-11 05:59:05.914172,Individual,Hassan Ali 518,Individual,hassan.ali4@gmail.com,Female,+8801983166206,2026-01-11 05:59:06.273466,Hassan Ali 518,University Branch,active
2026-01-11 05:59:35.424291,Individual,Hassan Ali 524,Individual,hassan.ali44@gmail.com,Female,+8801501259271,2026-01-11 05:59:35.781707,Hassan Ali 524,Southgate Branch,active
2026-01-11 05:58:15.349690,Individual,Hassan Ali 995,Individual,hassan.ali50@gmail.com,Female,+8801402998384,2026-01-11 05:58:15.726973,Hassan Ali 995,Uptown Branch,active
2026-01-11 05:59:26.771650,Individual,Hassan Begum 372,Individual,hassan.begum19@gmail.com,Male,+8801510319668,2026-01-11 05:59:27.127900,Hassan Begum 372,University Branch,active
2026-01-11 05:56:44.139240,Individual,Hassan Hassan 294,Individual,hassan.hassan49@gmail.com,Female,+8801443100171,2026-01-11 05:56:44.500150,Hassan Hassan 294,Suburban Branch,active
2026-01-11 05:56:15.119623,Individual,Hassan Hassan 336,Individual,hassan.hassan91@gmail.com,Male,+8801358416431,2026-01-11 05:56:16.018055,Hassan Hassan 336,Mall Branch,active
2026-01-11 06:00:28.240957,Individual,Hassan Hassan 651,Individual,hassan.hassan45@gmail.com,Female,+8801352206012,2026-01-11 06:00:28.681969,Hassan Hassan 651,Westend Branch,active
2026-01-11 06:00:21.012793,Individual,Hassan Hossain 139,Individual,hassan.hossain82@gmail.com,Male,+8801953014540,2026-01-11 06:00:21.372236,Hassan Hossain 139,Eastside Branch,churned
2026-01-11 05:56:33.729419,Individual,Hassan Hossain 961,Individual,hassan.hossain11@gmail.com,Male,+8801918105771,2026-01-11 05:56:34.087627,Hassan Hossain 961,Airport Branch,at_risk
2026-01-11 05:59:26.289781,Individual,Hassan Islam 124,Individual,hassan.islam43@gmail.com,Male,+8801646170514,2026-01-11 05:59:26.648385,Hassan Islam 124,University Branch,churned
2026-01-11 05:55:59.173376,Individual,Hassan Khan 918,Individual,hassan.khan48@gmail.com,Male,+8801479244677,2026-01-11 05:55:59.535532,Hassan Khan 918,Airport Branch,active
2026-01-11 05:59:23.352800,Individual,Hassan Malik 118,Individual,hassan.malik57@gmail.com,Female,+8801704287091,2026-01-11 05:59:23.710793,Hassan Malik 118,University Branch,active
2026-01-11 05:55:47.531374,Individual,Hassan Rahman 405,Individual,hassan.rahman90@gmail.com,Male,+8801778367358,2026-01-11 05:55:47.892080,Hassan Rahman 405,Southgate Branch,churned
2026-01-11 06:01:06.868305,Individual,Hassan Rahman 541,Individual,hassan.rahman10@gmail.com,Female,+8801891576079,2026-01-11 06:01:07.317329,Hassan Rahman 541,Suburban Branch,churned
2026-01-11 05:57:02.331222,Individual,Hassan Rahman 889,Individual,hassan.rahman77@gmail.com,Female,+8801876114818,2026-01-11 05:57:02.686891,Hassan Rahman 889,Eastside Branch,active
2026-01-11 05:58:53.409903,Individual,Hassan Shah 439,Individual,hassan.shah47@gmail.com,Female,+8801635733220,2026-01-11 05:58:53.778475,Hassan Shah 439,Westend Branch,active
2026-01-11 05:56:53.453772,Individual,Hassan Shah 872,Individual,hassan.shah54@gmail.com,Female,+8801490006386,2026-01-11 05:56:53.851728,Hassan Shah 872,Downtown Branch,active
2026-01-11 06:00:35.615011,Individual,Hassan Shah 911,Individual,hassan.shah48@gmail.com,Male,+8801620404627,2026-01-11 06:00:36.017986,Hassan Shah 911,Industrial Branch,active
2026-01-11 05:57:50.613379,Individual,Hassan Sheikh 413,Individual,hassan.sheikh14@gmail.com,Male,+8801417449940,2026-01-11 05:57:50.972363,Hassan Sheikh 413,Westend Branch,active
2026-01-11 05:57:09.580116,Individual,Hassan Siddiqui 425,Individual,hassan.siddiqui62@gmail.com,Male,+8801809190453,2026-01-11 05:57:09.945030,Hassan Siddiqui 425,Downtown Branch,active
2026-01-11 05:59:46.983916,Individual,Ibrahim Ahmed 410,Individual,ibrahim.ahmed59@gmail.com,Male,+8801395099179,2026-01-11 05:59:47.878506,Ibrahim Ahmed 410,Airport Branch,active
2026-01-11 06:00:42.415981,Individual,Ibrahim Akter 210,Individual,ibrahim.akter81@gmail.com,Female,+8801333997342,2026-01-11 06:00:42.773677,Ibrahim Akter 210,Airport Branch,active
2026-01-11 06:00:13.110846,Individual,Ibrahim Akter 857,Individual,ibrahim.akter68@gmail.com,Male,+8801930590660,2026-01-11 06:00:13.476623,Ibrahim Akter 857,Industrial Branch,active
2026-01-11 05:59:31.193732,Individual,Ibrahim Begum 913,Individual,ibrahim.begum21@gmail.com,Male,+8801649391345,2026-01-11 05:59:32.083859,Ibrahim Begum 913,Westend Branch,active
2026-01-11 06:01:30.874365,Individual,Ibrahim Hassan 643,Individual,ibrahim.hassan28@gmail.com,Female,+8801828339485,2026-01-11 06:01:31.818074,Ibrahim Hassan 643,Westend Branch,active
2026-01-11 05:59:37.399855,Individual,Ibrahim Islam 196,Individual,ibrahim.islam99@gmail.com,Female,+8801309194713,2026-01-11 05:59:38.283846,Ibrahim Islam 196,Uptown Branch,churned
2026-01-11 05:58:03.471882,Individual,Ibrahim Mirza 829,Individual,ibrahim.mirza13@gmail.com,Female,+8801652436628,2026-01-11 05:58:03.835348,Ibrahim Mirza 829,Southgate Branch,active
2026-01-11 05:59:09.150400,Individual,Ibrahim Shah 644,Individual,ibrahim.shah94@gmail.com,Male,+8801734136203,2026-01-11 05:59:09.507366,Ibrahim Shah 644,Airport Branch,active
2026-01-11 05:56:24.455080,Individual,Ibrahim Shah 859,Individual,ibrahim.shah57@gmail.com,Female,+8801976781056,2026-01-11 05:56:24.812101,Ibrahim Shah 859,Suburban Branch,active
2026-01-11 05:58:47.748656,Individual,Ibrahim Siddiqui 491,Individual,ibrahim.siddiqui86@gmail.com,Female,+8801544514494,2026-01-11 05:58:48.160615,Ibrahim Siddiqui 491,Westend Branch,at_risk
2026-01-11 05:58:03.963923,Individual,Ibrahim Siddiqui 586,Individual,ibrahim.siddiqui89@gmail.com,Female,+8801495044034,2026-01-11 05:58:04.347781,Ibrahim Siddiqui 586,Mall Branch,at_risk
2026-01-11 05:59:25.335976,Individual,Ibrahim Uddin 348,Individual,ibrahim.uddin60@gmail.com,Male,+8801417643371,2026-01-11 05:59:25.698009,Ibrahim Uddin 348,Airport Branch,at_risk
2026-01-11 06:00:50.815894,Individual,Jamal Ahmed 304,Individual,jamal.ahmed76@gmail.com,Male,+8801494986577,2026-01-11 06:00:51.176953,Jamal Ahmed 304,Mall Branch,at_risk
2026-01-11 05:59:39.213958,Individual,Jamal Akter 457,Individual,jamal.akter73@gmail.com,Female,+8801675794505,2026-01-11 05:59:40.102058,Jamal Akter 457,Uptown Branch,at_risk
2026-01-11 05:56:24.936647,Individual,Jamal Akter 708,Individual,jamal.akter38@gmail.com,Female,+8801986140951,2026-01-11 05:56:25.301081,Jamal Akter 708,Industrial Branch,churned
2026-01-11 05:59:18.491522,Individual,Jamal Begum 713,Individual,jamal.begum33@gmail.com,Male,+8801607076391,2026-01-11 05:59:19.384441,Jamal Begum 713,University Branch,active
2026-01-11 05:57:02.809311,Individual,Jamal Begum 905,Individual,jamal.begum38@gmail.com,Female,+8801454481941,2026-01-11 05:57:03.693042,Jamal Begum 905,Southgate Branch,at_risk
2026-01-11 06:00:11.093724,Individual,Jamal Chowdhury 721,Individual,jamal.chowdhury46@gmail.com,Male,+8801400462357,2026-01-11 06:00:11.463843,Jamal Chowdhury 721,Southgate Branch,at_risk
2026-01-11 05:58:59.112315,Individual,Jamal Chowdhury 770,Individual,jamal.chowdhury57@gmail.com,Male,+8801325266446,2026-01-11 05:58:59.999173,Jamal Chowdhury 770,Airport Branch,active
2026-01-11 05:56:03.841366,Individual,Jamal Chowdhury 880,Individual,jamal.chowdhury39@gmail.com,Male,+8801635948937,2026-01-11 05:56:04.202756,Jamal Chowdhury 880,Southgate Branch,at_risk
2026-01-11 06:00:21.496392,Individual,Jamal Khan 455,Individual,jamal.khan21@gmail.com,Male,+8801797187599,2026-01-11 06:00:22.380379,Jamal Khan 455,University Branch,active
2026-01-11 06:01:17.038693,Individual,Jamal Malik 856,Individual,jamal.malik50@gmail.com,Female,+8801458830209,2026-01-11 06:01:17.493003,Jamal Malik 856,University Branch,at_risk
2026-01-11 05:59:08.180519,Individual,Jamal Rahman 336,Individual,jamal.rahman1@gmail.com,Female,+8801554911536,2026-01-11 05:59:08.539894,Jamal Rahman 336,Eastside Branch,at_risk
2026-01-11 05:56:08.660868,Individual,Jamal Shah 360,Individual,jamal.shah15@gmail.com,Male,+8801483966658,2026-01-11 05:56:09.537970,Jamal Shah 360,Downtown Branch,at_risk
2026-01-11 05:56:01.908768,Individual,Jamal Shah 691,Individual,jamal.shah23@gmail.com,Female,+8801384686737,2026-01-11 05:56:02.265507,Jamal Shah 691,Eastside Branch,active
2026-01-11 05:55:42.559659,Individual,Jamal Sheikh 205,Individual,jamal.sheikh31@gmail.com,Male,+8801747435151,2026-01-11 05:55:42.929198,Jamal Sheikh 205,Westend Branch,churned
2026-01-11 05:58:07.527121,Individual,Jamal Sheikh 740,Individual,jamal.sheikh84@gmail.com,Male,+8801419186618,2026-01-11 05:58:07.884505,Jamal Sheikh 740,Airport Branch,at_risk
2026-01-11 05:57:22.020254,Individual,Jamal Siddiqui 539,Individual,jamal.siddiqui32@gmail.com,Female,+8801656820505,2026-01-11 05:57:22.377974,Jamal Siddiqui 539,University Branch,active
2026-01-11 05:56:56.526905,Individual,Karim Akter 425,Individual,karim.akter25@gmail.com,Female,+8801356964059,2026-01-11 05:56:56.885483,Karim Akter 425,Airport Branch,at_risk
2026-01-11 05:56:00.147694,Individual,Karim Akter 587,Individual,karim.akter27@gmail.com,Male,+8801931805477,2026-01-11 05:56:00.505262,Karim Akter 587,Uptown Branch,active
2026-01-11 05:55:43.541203,Individual,Karim Begum 338,Individual,karim.begum78@gmail.com,Female,+8801862744522,2026-01-11 05:55:44.417446,Karim Begum 338,Westend Branch,active
2026-01-11 05:57:16.747131,Individual,Karim Islam 912,Individual,karim.islam50@gmail.com,Male,+8801752227830,2026-01-11 05:57:17.105992,Karim Islam 912,University Branch,active
2026-01-11 06:00:12.108318,Individual,Karim Khan 373,Individual,karim.khan81@gmail.com,Male,+8801685362343,2026-01-11 06:00:12.987625,Karim Khan 373,Southgate Branch,active
2026-01-11 05:55:51.321840,Individual,Karim Khan 783,Individual,karim.khan20@gmail.com,Female,+8801896890512,2026-01-11 05:55:52.220604,Karim Khan 783,Downtown Branch,active
2026-01-11 05:57:54.571370,Individual,Karim Malik 517,Individual,karim.malik7@gmail.com,Female,+8801496623105,2026-01-11 05:57:54.950593,Karim Malik 517,Suburban Branch,active
2026-01-11 06:01:38.837329,Individual,Karim Mirza 931,Individual,karim.mirza25@gmail.com,Female,+8801723354381,2026-01-11 06:01:39.760223,Karim Mirza 931,Industrial Branch,churned
2026-01-11 05:58:36.327317,Individual,Karim Rahman 903,Individual,karim.rahman3@gmail.com,Female,+8801793944599,2026-01-11 05:58:36.691646,Karim Rahman 903,Industrial Branch,active
2026-01-11 06:00:47.805156,Individual,Karim Sheikh 262,Individual,karim.sheikh81@gmail.com,Male,+8801380717684,2026-01-11 06:00:48.164787,Karim Sheikh 262,Industrial Branch,at_risk
2026-01-11 05:57:15.788019,Individual,Karim Sheikh 295,Individual,karim.sheikh59@gmail.com,Male,+8801796103967,2026-01-11 05:57:16.142664,Karim Sheikh 295,Southgate Branch,churned
2026-01-11 05:58:16.353856,Individual,Khalid Akter 294,Individual,khalid.akter6@gmail.com,Male,+8801710669999,2026-01-11 05:58:16.715790,Khalid Akter 294,Industrial Branch,at_risk
2026-01-11 06:01:18.641394,Individual,Khalid Ali 330,Individual,khalid.ali6@gmail.com,Female,+8801668255219,2026-01-11 06:01:19.096162,Khalid Ali 330,Uptown Branch,churned
2026-01-11 06:00:55.951015,Individual,Khalid Begum 267,Individual,khalid.begum17@gmail.com,Male,+8801981168145,2026-01-11 06:00:56.375248,Khalid Begum 267,University Branch,active
2026-01-11 06:00:33.011984,Individual,Khalid Begum 406,Individual,khalid.begum18@gmail.com,Male,+8801993466011,2026-01-11 06:00:33.383725,Khalid Begum 406,Eastside Branch,active
2026-01-11 06:00:23.514166,Individual,Khalid Begum 526,Individual,khalid.begum61@gmail.com,Male,+8801636794500,2026-01-11 06:00:24.458684,Khalid Begum 526,Mall Branch,active
2026-01-11 06:00:48.285800,Individual,Khalid Begum 546,Individual,khalid.begum14@gmail.com,Male,+8801827004153,2026-01-11 06:00:48.653118,Khalid Begum 546,University Branch,active
2026-01-11 05:57:07.600045,Individual,Khalid Begum 625,Individual,khalid.begum67@gmail.com,Male,+8801366602534,2026-01-11 05:57:07.962828,Khalid Begum 625,University Branch,active
2026-01-11 05:57:34.331469,Individual,Khalid Begum 833,Individual,khalid.begum37@gmail.com,Female,+8801441087668,2026-01-11 05:57:34.691420,Khalid Begum 833,Eastside Branch,active
2026-01-11 06:00:54.849186,Individual,Khalid Chowdhury 222,Individual,khalid.chowdhury28@gmail.com,Male,+8801989703332,2026-01-11 06:00:55.275334,Khalid Chowdhury 222,Suburban Branch,at_risk
2026-01-11 05:57:14.819624,Individual,Khalid Chowdhury 420,Individual,khalid.chowdhury51@gmail.com,Female,+8801668929721,2026-01-11 05:57:15.177268,Khalid Chowdhury 420,Suburban Branch,active
2026-01-11 05:55:40.313319,Individual,Khalid Hassan 355,Individual,khalid.hassan4@gmail.com,Male,+8801301786151,2026-01-11 05:55:40.672687,Khalid Hassan 355,Industrial Branch,active
2026-01-11 05:56:53.981744,Individual,Khalid Hossain 222,Individual,khalid.hossain19@gmail.com,Female,+8801604894726,2026-01-11 05:56:54.910607,Khalid Hossain 222,Mall Branch,at_risk
2026-01-11 05:55:48.016935,Individual,Khalid Malik 210,Individual,khalid.malik2@gmail.com,Female,+8801462057225,2026-01-11 05:55:48.375175,Khalid Malik 210,Airport Branch,at_risk
2026-01-11 05:58:38.136490,Individual,Khalid Malik 489,Individual,khalid.malik34@gmail.com,Male,+8801342200576,2026-01-11 05:58:39.024380,Khalid Malik 489,Westend Branch,churned
2026-01-11 05:58:17.157934,Individual,Khalid Mirza 694,Individual,khalid.mirza17@gmail.com,Male,+8801780399717,2026-01-11 05:58:18.057795,Khalid Mirza 694,Mall Branch,active
2026-01-11 06:01:05.755637,Individual,Khalid Rahman 446,Individual,khalid.rahman31@gmail.com,Male,+8801988169432,2026-01-11 06:01:06.726977,Khalid Rahman 446,Suburban Branch,active
2026-01-11 05:56:59.837032,Individual,Khalid Shah 364,Individual,khalid.shah7@gmail.com,Male,+8801767958142,2026-01-11 05:57:00.200177,Khalid Shah 364,Airport Branch,at_risk
2026-01-11 05:58:04.474378,Individual,Khalid Shah 819,Individual,khalid.shah87@gmail.com,Female,+8801716589944,2026-01-11 05:58:04.838651,Khalid Shah 819,University Branch,active
2026-01-11 05:59:01.409545,Individual,Khalid Siddiqui 188,Individual,khalid.siddiqui80@gmail.com,Female,+8801309217380,2026-01-11 05:59:01.771947,Khalid Siddiqui 188,University Branch,active
2026-01-11 05:56:37.056075,Individual,Khalid Uddin 944,Individual,khalid.uddin41@gmail.com,Male,+8801382625864,2026-01-11 05:56:37.418633,Khalid Uddin 944,Southgate Branch,active
2026-01-11 06:00:44.957667,Individual,Khalid Uddin 972,Individual,khalid.uddin6@gmail.com,Female,+8801376392218,2026-01-11 06:00:45.330640,Khalid Uddin 972,Southgate Branch,active
2026-01-11 05:58:33.122395,Individual,Layla Chowdhury 889,Individual,layla.chowdhury24@gmail.com,Female,+8801438148168,2026-01-11 05:58:33.481634,Layla Chowdhury 889,Airport Branch,active
2026-01-11 05:57:33.846144,Individual,Layla Hossain 631,Individual,layla.hossain15@gmail.com,Male,+8801971522562,2026-01-11 05:57:34.209006,Layla Hossain 631,University Branch,active
2026-01-11 05:58:09.029289,Individual,Layla Islam 414,Individual,layla.islam54@gmail.com,Male,+8801943449175,2026-01-11 05:58:09.390717,Layla Islam 414,Airport Branch,at_risk
2026-01-11 05:57:04.294331,Individual,Layla Islam 693,Individual,layla.islam46@gmail.com,Male,+8801868956799,2026-01-11 05:57:05.179212,Layla Islam 693,Airport Branch,active
2026-01-11 05:59:15.543967,Individual,Layla Khan 309,Individual,layla.khan42@gmail.com,Male,+8801327103436,2026-01-11 05:59:15.912535,Layla Khan 309,Southgate Branch,active
2026-01-11 05:59:40.709897,Individual,Layla Khan 895,Individual,layla.khan23@gmail.com,Female,+8801657296649,2026-01-11 05:59:41.072595,Layla Khan 895,Downtown Branch,active
2026-01-11 05:56:10.633333,Individual,Layla Mirza 499,Individual,layla.mirza43@gmail.com,Female,+8801462459804,2026-01-11 05:56:11.004275,Layla Mirza 499,Eastside Branch,churned
2026-01-11 06:00:13.600456,Individual,Layla Mirza 679,Individual,layla.mirza42@gmail.com,Male,+8801629428760,2026-01-11 06:00:14.488783,Layla Mirza 679,University Branch,at_risk
2026-01-11 06:00:07.767121,Individual,Layla Shah 390,Individual,layla.shah52@gmail.com,Male,+8801471466236,2026-01-11 06:00:08.654265,Layla Shah 390,Airport Branch,active
2026-01-11 06:00:02.683977,Individual,Layla Shah 874,Individual,layla.shah84@gmail.com,Male,+8801512706795,2026-01-11 06:00:03.569400,Layla Shah 874,Westend Branch,churned
2026-01-11 05:56:14.637342,Individual,Layla Sheikh 929,Individual,layla.sheikh76@gmail.com,Male,+8801635142704,2026-01-11 05:56:14.995438,Layla Sheikh 929,Westend Branch,active
2026-01-11 05:56:02.877543,Individual,Layla Siddiqui 873,Individual,layla.siddiqui2@gmail.com,Male,+8801627503372,2026-01-11 05:56:03.237735,Layla Siddiqui 873,Downtown Branch,active
2026-01-11 05:56:50.126227,Individual,Layla Uddin 609,Individual,layla.uddin85@gmail.com,Female,+8801516655129,2026-01-11 05:56:50.492211,Layla Uddin 609,Westend Branch,at_risk
2026-01-11 05:59:01.895377,Individual,Layla Uddin 901,Individual,layla.uddin96@gmail.com,Female,+8801962519900,2026-01-11 05:59:02.251892,Layla Uddin 901,Southgate Branch,active
2026-01-11 05:59:35.905596,Individual,Leena Ahmed 327,Individual,leena.ahmed38@gmail.com,Female,+8801358742839,2026-01-11 05:59:36.266755,Leena Ahmed 327,Industrial Branch,at_risk
2026-01-11 06:00:02.190879,Individual,Leena Ahmed 424,Individual,leena.ahmed59@gmail.com,Male,+8801370176923,2026-01-11 06:00:02.554298,Leena Ahmed 424,Eastside Branch,active
2026-01-11 05:56:47.659334,Individual,Leena Ahmed 764,Individual,leena.ahmed58@gmail.com,Male,+8801470906553,2026-01-11 05:56:48.548931,Leena Ahmed 764,Suburban Branch,active
2026-01-11 05:57:10.551883,Individual,Leena Akter 354,Individual,leena.akter33@gmail.com,Male,+8801925023885,2026-01-11 05:57:10.907729,Leena Akter 354,Mall Branch,active
2026-01-11 05:56:52.437669,Individual,Leena Ali 789,Individual,leena.ali86@gmail.com,Male,+8801865273440,2026-01-11 05:56:53.328887,Leena Ali 789,Mall Branch,active
2026-01-11 05:56:21.473035,Individual,Leena Ali 828,Individual,leena.ali17@gmail.com,Female,+8801468658535,2026-01-11 05:56:22.358503,Leena Ali 828,University Branch,active
2026-01-11 06:01:33.044883,Individual,Leena Chowdhury 803,Individual,leena.chowdhury88@gmail.com,Male,+8801346391159,2026-01-11 06:01:33.462658,Leena Chowdhury 803,University Branch,active
2026-01-11 05:57:53.561600,Individual,Leena Chowdhury 843,Individual,leena.chowdhury40@gmail.com,Male,+8801379434785,2026-01-11 05:57:54.447947,Leena Chowdhury 843,University Branch,active
2026-01-11 05:55:48.500502,Individual,Leena Islam 375,Individual,leena.islam30@gmail.com,Female,+8801847192939,2026-01-11 05:55:48.862116,Leena Islam 375,Southgate Branch,active
2026-01-11 05:58:30.391796,Individual,Leena Khan 812,Individual,leena.khan53@gmail.com,Male,+8801880680129,2026-01-11 05:58:30.749550,Leena Khan 812,Uptown Branch,at_risk
2026-01-11 05:57:19.989834,Individual,Leena Khan 981,Individual,leena.khan81@gmail.com,Male,+8801335884188,2026-01-11 05:57:20.885067,Leena Khan 981,Airport Branch,active
2026-01-11 05:56:14.149312,Individual,Leena Shah 587,Individual,leena.shah69@gmail.com,Female,+8801366529231,2026-01-11 05:56:14.514160,Leena Shah 587,Southgate Branch,active
2026-01-11 05:59:02.376056,Individual,Leena Sheikh 589,Individual,leena.sheikh75@gmail.com,Male,+8801975994666,2026-01-11 05:59:02.735852,Leena Sheikh 589,Westend Branch,active
2026-01-11 06:00:31.046169,Individual,Leena Siddiqui 727,Individual,leena.siddiqui65@gmail.com,Female,+8801458967967,2026-01-11 06:00:31.479531,Leena Siddiqui 727,Eastside Branch,active
2026-01-11 05:57:12.522641,Individual,Leena Siddiqui 944,Individual,leena.siddiqui68@gmail.com,Male,+8801969128699,2026-01-11 05:57:13.409972,Leena Siddiqui 944,Airport Branch,at_risk
2026-01-11 05:59:43.651743,Individual,Leena Uddin 441,Individual,leena.uddin3@gmail.com,Male,+8801619766179,2026-01-11 05:59:44.534571,Leena Uddin 441,Southgate Branch,at_risk
2026-01-11 05:59:23.834359,Individual,Mariam Ali 307,Individual,mariam.ali3@gmail.com,Male,+8801832396795,2026-01-11 05:59:24.196561,Mariam Ali 307,University Branch,at_risk
2026-01-11 06:00:17.975233,Individual,Mariam Ali 405,Individual,mariam.ali22@gmail.com,Male,+8801708046047,2026-01-11 06:00:18.865788,Mariam Ali 405,Downtown Branch,at_risk
2026-01-11 05:58:19.626811,Individual,Mariam Chowdhury 393,Individual,mariam.chowdhury55@gmail.com,Male,+8801611297153,2026-01-11 05:58:19.990145,Mariam Chowdhury 393,Mall Branch,at_risk
2026-01-11 06:01:35.216455,Individual,Mariam Chowdhury 911,Individual,mariam.chowdhury69@gmail.com,Female,+8801690687727,2026-01-11 06:01:35.633672,Mariam Chowdhury 911,Industrial Branch,active
2026-01-11 06:00:26.570338,Individual,Mariam Islam 997,Individual,mariam.islam54@gmail.com,Male,+8801790484033,2026-01-11 06:00:27.010874,Mariam Islam 997,Downtown Branch,active
2026-01-11 06:00:34.571516,Individual,Mariam Khan 934,Individual,mariam.khan32@gmail.com,Male,+8801597935826,2026-01-11 06:00:34.978494,Mariam Khan 934,Downtown Branch,active
2026-01-11 05:58:31.680737,Individual,Mariam Khan 937,Individual,mariam.khan49@gmail.com,Male,+8801368852772,2026-01-11 05:58:32.569743,Mariam Khan 937,Industrial Branch,active
2026-01-11 05:56:55.035080,Individual,Mariam Malik 627,Individual,mariam.malik42@gmail.com,Male,+8801966280319,2026-01-11 05:56:55.396761,Mariam Malik 627,Westend Branch,active
2026-01-11 05:58:40.130211,Individual,Mariam Mirza 144,Individual,mariam.mirza37@gmail.com,Male,+8801414487481,2026-01-11 05:58:41.020838,Mariam Mirza 144,Southgate Branch,active
2026-01-11 05:58:13.335621,Individual,Mariam Mirza 590,Individual,mariam.mirza61@gmail.com,Female,+8801693177545,2026-01-11 05:58:14.232006,Mariam Mirza 590,Southgate Branch,at_risk
2026-01-11 05:57:07.113002,Individual,Mariam Mirza 729,Individual,mariam.mirza74@gmail.com,Male,+8801718995485,2026-01-11 05:57:07.476387,Mariam Mirza 729,Industrial Branch,active
2026-01-11 05:58:09.826378,Individual,Mariam Rahman 270,Individual,mariam.rahman58@gmail.com,Female,+8801317223243,2026-01-11 05:58:10.194044,Mariam Rahman 270,Airport Branch,at_risk
2026-01-11 05:58:24.377918,Individual,Mariam Uddin 626,Individual,mariam.uddin73@gmail.com,Female,+8801713537328,2026-01-11 05:58:25.274548,Mariam Uddin 626,University Branch,at_risk
2026-01-11 05:59:38.408061,Individual,Mariam Uddin 829,Individual,mariam.uddin13@gmail.com,Female,+8801949288607,2026-01-11 05:59:38.768721,Mariam Uddin 829,Eastside Branch,active
2026-01-11 05:59:20.526015,Individual,Mohammad Ahmed 235,Individual,mohammad.ahmed13@gmail.com,Male,+8801577844491,2026-01-11 05:59:21.425385,Mohammad Ahmed 235,Industrial Branch,at_risk
2026-01-11 05:59:08.665619,Individual,Mohammad Ahmed 395,Individual,mohammad.ahmed24@gmail.com,Female,+8801459465359,2026-01-11 05:59:09.024593,Mohammad Ahmed 395,Westend Branch,active
2026-01-11 05:59:16.036610,Individual,Mohammad Ahmed 848,Individual,mohammad.ahmed27@gmail.com,Female,+8801473818443,2026-01-11 05:59:16.918446,Mohammad Ahmed 848,Southgate Branch,at_risk
2026-01-11 05:58:26.417725,Individual,Mohammad Ahmed 991,Individual,mohammad.ahmed5@gmail.com,Male,+8801863267858,2026-01-11 05:58:27.299097,Mohammad Ahmed 991,Suburban Branch,active
2026-01-11 05:59:24.319475,Individual,Mohammad Akter 623,Individual,mohammad.akter9@gmail.com,Male,+8801306645544,2026-01-11 05:59:25.209467,Mohammad Akter 623,Westend Branch,active
2026-01-11 05:57:27.537899,Individual,Mohammad Chowdhury 318,Individual,mohammad.chowdhury17@gmail.com,Female,+8801459121019,2026-01-11 05:57:28.421209,Mohammad Chowdhury 318,Uptown Branch,at_risk
2026-01-11 05:59:12.167599,Individual,Mohammad Chowdhury 936,Individual,mohammad.chowdhury64@gmail.com,Female,+8801597353603,2026-01-11 05:59:13.064502,Mohammad Chowdhury 936,University Branch,active
2026-01-11 05:59:52.011242,Individual,Mohammad Hassan 124,Individual,mohammad.hassan69@gmail.com,Female,+8801835888967,2026-01-11 05:59:52.396769,Mohammad Hassan 124,Eastside Branch,active
2026-01-11 05:58:25.403698,Individual,Mohammad Hassan 561,Individual,mohammad.hassan65@gmail.com,Female,+8801382131322,2026-01-11 05:58:26.292651,Mohammad Hassan 561,University Branch,at_risk
2026-01-11 05:59:33.490670,Individual,Mohammad Khan 384,Individual,mohammad.khan29@gmail.com,Male,+8801894061496,2026-01-11 05:59:33.849673,Mohammad Khan 384,Suburban Branch,active
2026-01-11 06:01:39.895528,Individual,Mohammad Mirza 117,Individual,mohammad.mirza98@gmail.com,Male,+8801783769595,2026-01-11 06:01:40.307338,Mohammad Mirza 117,Westend Branch,active
2026-01-11 05:55:52.898679,Individual,Mohammad Mirza 353,Individual,mohammad.mirza58@gmail.com,Male,+8801681490920,2026-01-11 05:55:53.310602,Mohammad Mirza 353,Southgate Branch,active
2026-01-11 05:59:58.334303,Individual,Mohammad Mirza 840,Individual,mohammad.mirza94@gmail.com,Female,+8801813489404,2026-01-11 05:59:58.689618,Mohammad Mirza 840,Downtown Branch,at_risk
2026-01-11 06:00:33.514591,Individual,Mohammad Rahman 342,Individual,mohammad.rahman83@gmail.com,Female,+8801915847977,2026-01-11 06:00:33.902116,Mohammad Rahman 342,Mall Branch,active
2026-01-11 05:57:36.628342,Individual,Mohammad Sheikh 897,Individual,mohammad.sheikh14@gmail.com,Male,+8801900374926,2026-01-11 05:57:36.990124,Mohammad Sheikh 897,Downtown Branch,churned
2026-01-11 06:01:21.562980,Individual,Mohammad Siddiqui 173,Individual,mohammad.siddiqui49@gmail.com,Male,+8801974447716,2026-01-11 06:01:22.529125,Mohammad Siddiqui 173,Uptown Branch,at_risk
